,pipeline,rank,f1,recall,precision,confusion_matrix,status,elapsed,split,dataset,signal
0,deepar,1,1.0,1.0,1.0,"(None, 0, 0, 2)",OK,164.670862,False,YAHOOA2,synthetic_85
1,deepar,2,1.0,1.0,1.0,"(None, 0, 0, 3)",OK,148.586677,False,YAHOOA2,synthetic_56
2,deepar,3,1.0,1.0,1.0,"(None, 0, 0, 3)",OK,142.820005,False,YAHOOA2,synthetic_95
3,deepar,4,1.0,1.0,1.0,"(None, 0, 0, 1)",OK,146.866981,False,YAHOOA2,synthetic_81
4,deepar,5,1.0,1.0,1.0,"(None, 0, 0, 2)",OK,141.555766,False,YAHOOA2,synthetic_25
5,deepar,6,1.0,1.0,1.0,"(None, 0, 0, 2)",OK,143.700836,False,YAHOOA2,synthetic_31
6,deepar,7,1.0,1.0,1.0,"(None, 0, 0, 1)",OK,152.360802,False,YAHOOA2,synthetic_30
7,deepar,8,1.0,1.0,1.0,"(None, 0, 0, 3)",OK,163.359925,False,YAHOOA2,synthetic_32
8,deepar,9,1.0,1.0,1.0,"(None, 0, 0, 1)",OK,144.763334,False,YAHOOA2,synthetic_27
9,deepar,10,1.0,1.0,1.0,"(None, 0, 0, 2)",OK,164.838776,False,YAHOOA2,synthetic_37
10,deepar,11,1.0,1.0,1.0,"(None, 0, 0, 3)",OK,185.20218,False,YAHOOA2,synthetic_23
11,deepar,12,1.0,1.0,1.0,"(None, 0, 0, 2)",OK,179.263294,False,YAHOOA2,synthetic_91
12,deepar,13,1.0,1.0,1.0,"(None, 0, 0, 2)",OK,145.905743,False,YAHOOA2,synthetic_34
13,deepar,14,1.0,1.0,1.0,"(None, 0, 0, 3)",OK,174.227223,False,YAHOOA2,synthetic_35
14,deepar,15,1.0,1.0,1.0,"(None, 0, 0, 1)",OK,195.109004,False,YAHOOA2,synthetic_21
15,deepar,16,1.0,1.0,1.0,"(None, 0, 0, 2)",OK,192.480363,False,YAHOOA2,synthetic_7
16,deepar,17,1.0,1.0,1.0,"(None, 0, 0, 3)",OK,168.142395,False,YAHOOA2,synthetic_38
17,deepar,18,1.0,1.0,1.0,"(None, 0, 0, 2)",OK,184.957909,False,YAHOOA2,synthetic_16
18,deepar,19,1.0,1.0,1.0,"(None, 0, 0, 1)",OK,185.932454,False,YAHOOA2,synthetic_15
19,deepar,20,1.0,1.0,1.0,"(None, 0, 0, 3)",OK,170.263364,False,YAHOOA2,synthetic_14
20,deepar,21,1.0,1.0,1.0,"(None, 0, 0, 2)",OK,193.616621,False,YAHOOA2,synthetic_28
21,deepar,22,1.0,1.0,1.0,"(None, 0, 0, 3)",OK,170.964663,False,YAHOOA2,synthetic_98
22,deepar,23,1.0,1.0,1.0,"(None, 0, 0, 1)",OK,149.5381,False,YAHOOA2,synthetic_72
23,deepar,24,1.0,1.0,1.0,"(None, 0, 0, 2)",OK,174.693675,False,YAHOOA2,synthetic_70
24,deepar,25,1.0,1.0,1.0,"(None, 0, 0, 2)",OK,153.327859,False,YAHOOA2,synthetic_58
25,deepar,26,1.0,1.0,1.0,"(None, 0, 0, 3)",OK,152.996856,False,YAHOOA2,synthetic_59
26,deepar,27,1.0,1.0,1.0,"(None, 0, 0, 3)",OK,149.728061,False,YAHOOA2,synthetic_71
27,deepar,28,1.0,1.0,1.0,"(None, 0, 0, 2)",OK,148.063909,False,YAHOOA2,synthetic_49
28,deepar,29,1.0,1.0,1.0,"(None, 0, 0, 3)",OK,180.31289,False,YAHOOA2,synthetic_89
29,deepar,30,1.0,1.0,1.0,"(None, 0, 0, 1)",OK,145.398436,False,YAHOOA2,synthetic_42
30,deepar,31,1.0,1.0,1.0,"(None, 0, 0, 2)",OK,194.85266,False,YAHOOA2,synthetic_22
