timestamp,value,is_anomaly,changepoint,trend,noise,seasonality1,seasonality2,seasonality3
1416722400.0,-12.363240777368901,0,0,3,-15.363240777368901,0.0,0.0,0.0
1416726000.0,232.13634171358,0,0,6,7.76441480101104,172.0,41.8251576885674,4.5467692240012
1416729600.0,430.52571793368105,0,0,9,33.7257996517252,297.912738901847,80.8,9.08717938010919
1416733200.0,496.173075378765,0,0,12,12.289739244856902,344.0,114.268455839746,13.6148802941622
1416736800.0,522.727572341893,0,0,15,51.7415886214576,297.912738901847,139.949705251565,18.1235395670228
1416740400.0,393.257932390811,0,0,18,24.557467431486696,172.0,156.093613528313,22.606851431010398
1416744000.0,213.56599422041901,0,0,21,3.90744865133138,4.21278498906689e-14,161.6,27.0585455690878
1416747600.0,38.2952438682293,0,0,24,-1.27076554455076,-172.0,156.093613528313,31.4723958844665
1416751200.0,-127.107541885994,0,0,27,-31.986737444078003,-297.912738901847,139.949705251565,35.842229208366
1416754800.0,-95.03925017548107,0,0,30,64.5303600510245,-344.0,114.268455839746,40.1619339337483
1416758400.0,-106.601412209391,0,0,33,33.0858581295023,-297.912738901847,80.8,44.425468562953604
1416762000.0,-7.52539458493978,0,0,36,38.0225775692125,-172.0,41.8251576885674,48.6268701572805
1416765600.0,32.0612030482211,0,0,39,-59.699059628473904,-8.425569978133791e-14,1.9790292274221197e-14,52.7602626766951
1416769200.0,197.41865281019298,0,0,42,-31.5760546992435,172.0,-41.8251576885674,56.8198651980044
1416772800.0,323.040653356358,0,0,45,0.127914454511357,297.912738901847,-80.8,60.8
1416776400.0,336.954405258532,0,0,48,-5.4722394059864286,344.0,-114.268455839746,64.6951005042649
1416780000.0,283.577174183736,0,0,51,6.11442147291779,297.912738901847,-139.949705251565,68.49971906053639
1416783600.0,130.779855457075,0,0,54,-11.3350655803493,172.0,-156.093613528313,72.2085345657378
1416787200.0,0.9227558452515192,0,0,57,29.7063959392294,1.2638354967200698e-13,-161.6,75.816359906022
1416790800.0,-215.556328746695,0,0,60,-26.7808644298012,-172.0,-156.093613528313,79.3181492114195
1416794400.0,-275.877826366485,0,0,63,16.2756128739836,-297.912738901847,-139.949705251565,82.7090049129438
1416798000.0,-272.840852246077,0,0,66,33.4434190013845,-344.0,-114.268455839746,85.98418459228421
1416801600.0,-249.05187224346,0,0,69,-28.4782409561194,-297.912738901847,-80.8000000000001,89.13910761450691
1416805200.0,-91.9718148835804,0,0,72,-42.316018729499504,-172.0,-41.8251576885675,92.1693615344871
1416808800.0,239.831590502733,0,0,75,69.7608822346211,-1.68511399562676e-13,-3.95805845484425e-14,95.07070826811241
1416812400.0,382.195091834717,0,0,78,-7.46915587347772,172.0,41.8251576885674,97.83909001962692
1416816000.0,561.899265329255,0,0,81,1.71589147058299,297.912738901847,80.8,100.47063495682501
1416819600.0,630.0377180700029,0,0,84,-15.1924003959021,344.0,114.268455839746,102.961662626159
1416823200.0,627.7814624379889,0,0,87,-2.38967081561086,297.912738901847,139.949705251565,105.308689100188
1416826800.0,504.89358885740404,0,0,90,-20.7084565210704,172.0,156.093613528313,107.508431850161
1416830400.0,365.77016546950597,0,0,93,1.61235113257054,8.217060022070309e-13,161.6,109.557814336934
1416834000.0,152.214172210223,0,0,96,-39.3334116318797,-172.0,156.093613528313,111.453970313789
1416837600.0,85.9884860266163,0,0,99,31.7572718417623,-297.912738901847,139.949705251565,113.194247835135
1416841200.0,60.2455830227528,0,0,102,73.2009142175093,-344.0,114.268455839746,114.776212965498
1416844800.0,24.8111402315968,0,0,105,20.726225949848896,-297.912738901847,80.8,116.19765318359501
1416848400.0,149.845019077926,0,0,108,54.563280912607695,-172.0,41.8251576885674,117.456580476751
1416852000.0,180.79252974566398,0,0,111,-48.7587043756459,-2.5276709934401395e-13,5.937087682266368e-14,118.55123412131
1416855600.0,364.63274175438005,0,0,114,0.977816297780242,172.0,-41.825157688567295,119.480083145168
1416859200.0,497.791309065616,0,0,117,43.4367416947937,297.912738901847,-80.7999999999999,120.241828468976
1416862800.0,482.581536454726,0,0,120,12.014587571454001,344.0,-114.268455839746,120.835404723018
1416866400.0,453.62644028571,0,0,123,51.4034248981974,297.912738901847,-139.949705251565,121.259981737232
1416870000.0,235.07016621008495,0,0,126,-28.351185963872,172.000000000001,-156.093613528313,121.514965702269
1416873600.0,61.36547444249271,0,0,129,-27.6345255575076,2.948949492346829e-13,-161.6,121.6
1416877200.0,-35.6404221818407,0,0,132,38.9382256442031,-172.0,-156.093613528313,121.514965702269
1416880800.0,-140.412252601003,0,0,135,41.1902098151779,-297.912738901847,-139.949705251565,121.259981737232
1416884400.0,-157.180403355837,0,0,138,42.25264776089021,-344.0,-114.268455839746,120.835404723018
1416888000.0,-84.67058760494001,0,0,141,32.800322827932,-297.912738901847,-80.8000000000002,120.241828468976
1416891600.0,-7.33952611979112,0,0,144,-56.9944515763915,-172.0,-41.8251576885674,119.480083145168
1416895200.0,273.183262836977,0,0,147,7.632028715667782,-3.37022799125352e-13,-7.91611690968849e-14,118.55123412131
1416898800.0,497.963072677309,0,0,150,16.6813345119918,172.0,41.8251576885672,117.456580476751
1416902400.0,684.926149428177,0,0,153,37.0157573427347,297.912738901847,80.8000000000001,116.19765318359501
1416906000.0,707.098984074987,0,0,156,-21.9456847302563,344.0,114.268455839746,114.776212965498
1416909600.0,702.987212270702,0,0,159,-7.06947971784564,297.912738901847,139.949705251565,113.194247835135
1416913200.0,680.753360602258,0,0,162,79.2057767601548,172.0,156.093613528313,111.453970313789
1416916800.0,436.16093475391295,0,0,165,0.00312041697859214,3.79150649016021e-13,161.6,109.557814336934
1416920400.0,240.543048080317,0,0,168,-19.0589972981564,-172.000000000001,156.093613528313,107.508431850161
1416924000.0,88.771528118984,0,0,171,-29.574127330922604,-297.912738901847,139.949705251565,105.308689100188
1416927600.0,-28.8520196168574,0,0,174,-76.08213808276301,-344.0,114.268455839746,102.961662626159
1416931200.0,64.6874582486544,0,0,177,4.32956219367625,-297.912738901847,80.8,100.47063495682501
1416934800.0,114.203938252107,0,0,180,-33.460309456086804,-172.0,41.8251576885674,97.83909001962692
1416938400.0,263.012912293684,0,0,183,-15.057795974426696,-1.64341200441406e-12,3.86010726618187e-13,95.07070826811241
1416942000.0,461.437871812817,0,0,186,53.093667966897705,171.999999999999,-41.8251576885672,92.1693615344871
1416945600.0,537.475008250849,0,0,189,42.2231617344954,297.912738901846,-80.7999999999998,89.13910761450691
1416949200.0,485.771049528955,0,0,192,-21.9446792235834,344.0,-114.268455839746,85.98418459228421
1416952800.0,449.41158438761596,0,0,195,13.7395458243894,297.912738901848,-139.949705251565,82.7090049129438
1416956400.0,332.173875030068,0,0,198,38.949339346962,172.0,-156.093613528313,79.3181492114196
1416960000.0,101.148815779592,0,0,201,-14.0675441264291,-7.58727156710014e-13,-161.6,75.816359906022
1416963600.0,22.6422652576438,0,0,204,74.52734422021891,-171.999999999999,-156.093613528313,72.2085345657378
1416967200.0,-70.22860373068521,0,0,207,92.1341213621907,-297.912738901847,-139.949705251565,68.49971906053639
1416970800.0,-195.978464618681,0,0,210,-12.405109283199598,-344.0,-114.268455839746,64.6951005042649
1416974400.0,-174.999993448803,0,0,213,-70.0872545469556,-297.912738901847,-80.8,60.8
1416978000.0,76.5178672246325,0,0,216,17.5231597151945,-171.999999999999,-41.8251576885672,56.819865198004294
1416981600.0,302.31741296771196,0,0,219,30.5571502910175,-5.05534198688027e-13,-1.18741753645327e-13,52.7602626766951
1416985200.0,489.422605122118,0,0,222,4.9705772762726115,171.999999999998,41.8251576885669,48.6268701572805
1416988800.0,656.255677740785,0,0,225,8.11747027598493,297.912738901846,80.7999999999998,44.425468562953604
1416992400.0,729.6760495620848,0,0,228,3.24565978859109,344.0,114.268455839746,40.1619339337483
1416996000.0,706.50381080151,0,0,231,1.79913743973073,297.912738901848,139.949705251565,35.842229208366
1416999600.0,618.2135112534829,0,0,234,24.647501840703,172.0,156.093613528313,31.4723958844666
1417003200.0,391.99961641433,0,0,237,-33.6589291547595,1.7697955540860701e-12,161.6,27.0585455690878
1417006800.0,209.722220302298,0,0,240,-36.9782446570264,-171.999999999999,156.093613528313,22.606851431010398
1417010400.0,53.8268583911137,0,0,243,-49.33364752562739,-297.912738901847,139.949705251565,18.1235395670228
1417014000.0,14.023950602775097,0,0,246,-15.859385531133402,-344.0,114.268455839746,13.6148802941623
1417017600.0,86.20815906588459,0,0,249,45.233718587622995,-297.912738901848,80.8000000000006,9.087179380109239
1417021200.0,111.19936317051001,0,0,252,-15.1725637420594,-171.999999999999,41.8251576885672,4.54676922400118
1417024800.0,188.65908628291697,0,0,255,-66.3409137170829,-5.89789898469365e-13,1.38532045919549e-13,1.48917050776318e-14
1417028400.0,394.237545406156,0,0,258,10.609472318724,172.0,-41.8251576885675,-4.5467692240012
1417032000.0,486.413013424712,0,0,261,17.3874539029741,297.912738901846,-80.7999999999998,-9.08717938010916
1417035600.0,518.8994084129811,0,0,264,38.7827445468894,344.0,-114.268455839746,-13.6148802941622
1417039200.0,359.135915973952,0,0,267,-47.70357810930821,297.912738901848,-139.949705251565,-18.1235395670228
1417042800.0,301.341059835943,0,0,270,38.0415247952663,172.0,-156.093613528313,-22.606851431010398
1417046400.0,81.7506228458875,0,0,273,-2.59083158502402,-5.902157571473379e-13,-161.6,-27.0585455690878
1417050000.0,-100.368561507905,0,0,276,-16.8025520951256,-171.999999999999,-156.093613528314,-31.4723958844665
1417053600.0,-294.426057653765,0,0,279,-99.72138429198759,-297.912738901846,-139.949705251566,-35.8422292083659
1417057200.0,-156.189089943764,0,0,282,60.2412998297301,-344.0,-114.268455839746,-40.1619339337483
1417060800.0,-72.0103003301233,0,0,285,66.1279071346774,-297.912738901847,-80.8000000000001,-44.425468562953604
1417064400.0,41.379324409603,0,0,288,15.831352255450001,-171.999999999999,-41.8251576885672,-48.6268701572805
1417068000.0,262.805832790962,0,0,291,24.5660954676584,-6.74045598250703e-13,-1.5832233819377e-13,-52.7602626766951
1417071600.0,458.61690521587997,0,0,294,7.61161272531944,171.999999999998,41.8251576885669,-56.819865198004294
1417075200.0,642.984608160047,0,0,297,28.0718692582007,297.912738901846,80.7999999999998,-60.8
1417078800.0,693.154416992712,0,0,300,-0.418938342769608,344.0,114.268455839746,-64.695100504265
1417082400.0,664.777499974599,0,0,303,-7.58522511827652,297.912738901846,139.949705251565,-68.49971906053639
1417086000.0,578.814669178947,0,0,306,16.9295902163712,172.0,156.093613528313,-72.2085345657378
1417089600.0,388.488822793017,0,0,309,-6.29481730096337,1.93830695364874e-12,161.6,-75.816359906022
