,pipeline,rank,f1,recall,precision,confusion_matrix,status,elapsed,split,dataset,signal
0,prophet,1,0.999999999940909,0.999999999990909,0.999999999990909,"(None, 0, 0, 11)",OK,31.04327,False,YAHOOA4,A4Benchmark-TS52
1,prophet,2,0.9999999999375,0.9999999999875,0.9999999999875,"(None, 0, 0, 8)",OK,16.628901,False,YAHOOA4,A4Benchmark-TS34
2,prophet,3,0.9999999999357143,0.9999999999857143,0.9999999999857143,"(None, 0, 0, 7)",OK,21.586292,False,YAHOOA4,A4Benchmark-TS63
3,prophet,4,0.99999999985,0.9999999999,0.9999999999,"(None, 0, 0, 1)",OK,24.561569,False,YAHOOA4,A4Benchmark-TS87
4,prophet,5,0.8799999999436801,0.7857142857086735,0.999999999990909,"(None, 0, 3, 11)",OK,21.109001,False,YAHOOA4,A4Benchmark-TS29
5,prophet,6,0.8333333332777778,0.7142857142806123,0.99999999999,"(None, 0, 4, 10)",OK,16.962129,False,YAHOOA4,A4Benchmark-TS82
6,prophet,7,0.7999999999413333,0.6666666666592592,0.9999999999833333,"(None, 0, 3, 6)",OK,30.442315,False,YAHOOA4,A4Benchmark-TS46
7,prophet,8,0.7499999999468749,0.599999999996,0.9999999999888889,"(None, 0, 6, 9)",OK,23.040146,False,YAHOOA4,A4Benchmark-TS92
8,prophet,9,0.6666666666111112,0.49999999999375,0.999999999975,"(None, 0, 4, 4)",OK,20.501893,False,YAHOOA4,A4Benchmark-TS6
9,prophet,10,0.6153846153325444,0.44444444443950615,0.999999999975,"(None, 0, 5, 4)",OK,14.832108,False,YAHOOA4,A4Benchmark-TS81
10,prophet,11,0.39999999996400004,0.24999999999843753,0.999999999975,"(None, 0, 12, 4)",OK,14.986678,False,YAHOOA4,A4Benchmark-TS56
11,prophet,12,0.3333333332944444,0.199999999996,0.9999999999,"(None, 0, 4, 1)",OK,13.084076,False,YAHOOA4,A4Benchmark-TS95
12,prophet,13,0.3333333332944444,0.199999999996,0.9999999999,"(None, 0, 4, 1)",OK,21.882556,False,YAHOOA4,A4Benchmark-TS64
13,prophet,14,0.0,0.0,0.0,"(None, 0, 4, 0)",OK,14.587915,False,YAHOOA4,A4Benchmark-TS23
14,prophet,15,0.0,0.0,0.0,"(None, 0, 3, 0)",OK,14.535361,False,YAHOOA4,A4Benchmark-TS37
