timestamp,value
1,64.4462310272267
2,57.734575678603
3,216.31972342008098
4,287.103069375558
5,316.439167787607
6,289.006453751519
7,391.40305657026397
8,493.709286178039
9,576.9927908423598
10,766.844850744588
11,748.256602700233
12,731.671458520551
13,774.822023608447
14,877.173952957668
15,932.747817274979
16,980.421417850178
17,1064.85151676817
18,1054.1162956994901
19,1166.34266167081
20,1122.30389940786
21,1211.9369495288902
22,1277.13186387189
23,1295.65156396545
24,1357.2012629969502
25,1336.9038544155499
26,1385.3550207128799
27,1431.07011457446
28,1352.60717452703
29,1330.57213043693
30,1402.77841524986
31,1388.73879042842
32,1369.49180248681
33,1367.564583428
34,1345.1109736621304
35,1399.98756154099
36,1402.5219025333301
37,1371.4416697325098
38,1272.28410934102
39,1327.0464966155198
40,1215.79145470105
41,1282.37324410779
42,1180.6425394503
43,1085.03379075293
44,1018.65372443614
45,951.568552635266
46,903.848909693254
47,822.8753062064011
48,903.5062436824692
49,826.476310625688
50,709.762154061149
51,670.2146840993689
52,570.869860426688
53,646.373285199419
54,411.617737801594
55,378.428494022707
56,321.96262618875403
57,267.84806703603
58,153.965714004715
59,-24.650526680795004
60,-49.92136596721151
61,-41.4621993243124
62,-134.42648250891799
63,-255.558530237378
64,-286.623345347397
65,-394.612828608777
66,-412.025513803347
67,-567.189692725608
68,-544.574827347329
69,-617.702534432833
70,-692.391914215019
71,-758.1266444094099
72,-807.214596096483
73,-912.354122422868
74,-941.7623286213001
75,-955.599114632941
76,-984.30942198283
77,-1081.17498819228
78,-1139.48539854133
79,-1221.76536384855
80,-1287.01613265231
81,-1289.37112641465
82,-1216.2538066874401
83,-1268.70856932444
84,-1343.4635119333802
85,-1374.3502953982902
86,-1390.64842556271
87,-1331.16141638876
88,-1404.8955935848498
89,-1331.6680144329302
90,-1363.69563746669
91,-1327.416377519
92,-1431.28550341043
93,-1375.47204393318
94,-1406.08572714655
95,-1312.16828535367
96,-1314.0943222072
97,-1308.48239179021
98,-1190.0703837431
99,-1219.30652663521
100,-1143.34385637378
101,-1114.09786668693
102,-1150.13059434891
103,-1095.3323791008802
104,-1011.93405535172
105,-1019.48265823129
106,-877.222048187733
107,-914.188524516812
108,-705.804681666385
109,-751.836297078251
110,-576.247764845303
111,-616.54305418625
112,-577.065131553115
113,-456.65992763841797
114,-385.72701536283995
115,-400.88876783921
116,-188.629377246471
117,-225.94665836868802
118,-77.7194076982605
119,4.68905613636209
120,60.8553569587698
121,121.97681541661
122,211.988886525171
123,220.71856220075298
124,306.80948870675303
125,362.554986070289
126,570.355831939146
127,635.206190074203
128,639.6962398833218
129,629.154745330391
130,755.63651355622
131,894.5980168604781
132,852.627299322798
133,974.508409559509
134,938.448520830211
135,1074.81688424099
136,1039.53038947348
137,1071.02657141172
138,1127.42540015252
139,1170.94965734159
140,1204.5339519970098
141,1320.94178459739
142,1315.18620829903
143,1320.05327158702
144,1302.27235069609
145,1323.17865346756
146,1349.27964917534
147,1340.87824018811
148,1380.7483782174
149,1429.3436623024695
150,1342.8138325659402
151,1471.79610973684
152,1319.80268597549
153,1367.7411334252804
154,1475.64464460198
155,1378.53264468785
156,1294.82906246089
157,1234.44585723531
158,1275.63289239355
159,1209.10721083961
160,1151.05988416331
161,1143.53861861806
162,1056.38491040233
163,1167.86148528843
164,1066.02675802541
165,965.407207526774
166,904.746989413095
167,780.9770343475882
168,791.8683871776891
169,664.857198718066
170,565.2594009677221
171,645.0260047089362
172,432.389420163033
173,394.21111487197305
174,306.16475982570597
175,216.60451317595505
176,222.10212831213002
177,39.9767680922229
178,32.9782579663206
179,-60.0871513083565
180,-175.88378306655
