timestamp,value
1,0.44990096216658415
2,0.1207792845241607
3,0.09180346824532722
4,0.20004523457053047
5,0.20113403706579008
6,0.11360762511526393
7,-0.17918059837442593
8,0.2199149013602919
9,-0.20182549937258973
10,-0.15491948583329976
11,-0.0998156685349497
12,-0.3883302542075887
13,-0.25593292192815364
14,-0.757845121834231
15,-0.4319873335230269
16,-0.4966077910687771
17,-0.5141455753535438
18,-0.7081593200095442
19,-0.9775897843809671
20,-1.439054134982627
21,-1.1385955502384668
22,-1.1499479266930106
23,-1.3637777421408142
24,-0.9393658768882909
25,-1.1583024146720853
26,-0.9450489553225139
27,-0.6049712218812815
28,-0.9932012267644763
29,-0.7853335374236771
30,-0.5546116989821893
31,-0.4337416643616415
32,-0.31187339143395165
33,-0.36797886610678876
34,-0.6226206389032654
35,0.21447540935062975
36,0.015162085738955333
37,0.15530209837216444
38,0.30167406059387464
39,0.19828093701995905
40,0.7539291011988412
41,0.5351520137229304
42,0.1701819165504189
43,-0.08252532495057452
44,0.06264066619209963
45,0.6235603647199933
46,-0.02955001501454696
47,0.2053200410794483
48,0.2787611271349833
49,0.06235697772677315
50,0.4462505750486979
51,0.6628066495642218
52,0.03850758767110973
53,0.7188193239146412
54,0.2929249155412775
55,0.1312256350514826
56,0.19687081690767771
57,0.5717071812500345
58,0.8228970892036422
59,0.35925949723330497
60,0.986622713277999
61,0.6095969072531814
62,0.9656522590774632
63,1.491162124543921
64,1.0957242938201726
65,1.5065219080961605
66,1.0584035258569575
67,1.3179251058307766
68,1.4791528935578115
69,1.630945301336558
70,2.064927302774781
71,1.3736282330035259
72,1.1888646919206276
73,1.1833374049187242
74,1.119445675934208
75,0.8860384053300059
76,0.866562456706855
77,1.1093806166016142
78,0.9347649949828446
79,0.7793051748445945
80,0.9570976522821514
81,1.0209033625323567
82,0.4861705879428828
83,0.5549763657638724
84,0.4214246536982277
85,0.4254832016749909
86,0.31905175443972594
87,0.5948676227075884
88,0.38551365500812096
89,0.5025833170722602
90,0.2208485136817314
91,0.5520704689886999
92,0.10598758257784174
93,0.5046134923513617
94,0.5704603967940289
95,0.13030678392207018
96,0.25375527554715893
97,0.7164449624997333
98,0.4219668518453117
99,0.3501334993747141
100,0.47457449625303166
101,0.43225153118154563
102,0.27688204278638134
103,0.05924191367625731
104,-0.013805450845015957
105,-0.06568004715697379
106,-0.3411096816342963
107,-0.2890403783571876
108,-0.4935213394590089
109,-0.39519982589421404
110,-0.7432111437435633
111,-0.6488488678244028
112,-0.573208790254089
113,-0.40871618317415737
114,-1.0829713294807288
115,-0.46039758960821664
116,-0.3007403091905982
117,-1.1271998618179209
118,-0.7274861329543537
119,-0.43021734762469677
120,-0.7740625826200507
121,-0.3717726067618038
122,-0.4372064828152044
123,-0.2558429204573319
124,-0.15681667884327133
125,0.3462927476780502
126,-0.030383255096584294
127,0.11175066556641212
128,0.16807597458495227
129,0.40937969692534004
130,0.46365012991883375
131,0.6277512888935376
132,0.2792336346163973
133,0.2681329590549398
134,0.8046044152467411
135,0.4348016999899905
136,0.4293332740330833
137,0.3926301574444626
138,0.7935393983546617
139,0.35197154968148336
140,0.6263527260419861
141,0.5722649454525597
142,0.16631443010130298
143,0.6644338647248836
144,0.887826649475911
145,0.8631676794839562
146,0.733806432208324
147,0.5200161642872121
148,0.8902822452183057
149,0.9623390282142336
150,1.3694702663723126
151,1.3077673326267665
152,1.4464062512246476
153,1.8918396953041972
154,1.8686537060792197
155,1.5529383477636107
156,2.0399934321873476
157,2.2761548457447796
158,2.299647413377089
159,1.9667743745546757
160,2.317413059431595
161,2.0980558983263284
162,2.4741531104853687
163,2.0154761494675375
164,2.1617562991075716
165,2.1484833549991342
166,2.0580461121455826
167,1.9932967709220517
168,1.892489575864816
169,2.045991956708521
170,1.71608673675729
171,1.8073615015694442
172,1.546821206645409
173,1.9333383571478038
174,0.9987237997460495
175,1.4432646950867338
176,1.0522281492837586
177,1.2330938959755797
178,1.0935921829029447
179,1.323724946911945
180,0.9800650089683525
181,1.0813654439036724
182,1.6672104472511329
183,0.8187740575372539
184,1.2915781376386004
185,1.204136328595716
186,1.0830826619763367
187,1.2440430280818726
188,0.8307534528685854
189,0.8611076319693585
190,0.8828690563264905
191,0.599858115252444
192,0.8725567098976625
193,0.9181139130092917
194,0.49486678457359434
195,0.4829038340879811
196,0.02690709359296689
197,-0.25507349118399675
198,0.22231368209279875
199,-0.1768031891276647
200,0.01950153962790349
201,-0.25588497822776407
202,-0.46696159705521884
203,-0.8692931991402704
204,-0.4840921468873587
205,-0.6595172424342133
206,-0.8175729931029952
207,-0.3835539769855968
