,pipeline,rank,f1,recall,precision,confusion_matrix,status,elapsed,split,dataset,signal
0,prophet,1,0.99999999985,0.9999999999,0.9999999999,"(None, 0, 0, 1)",OK,323.398225,True,SMAP,D-9
1,prophet,2,0.99999999985,0.9999999999,0.9999999999,"(None, 0, 0, 1)",OK,354.942181,True,SMAP,R-1
2,prophet,3,0.99999999985,0.9999999999,0.9999999999,"(None, 0, 0, 1)",OK,375.571577,True,SMAP,F-2
3,prophet,4,0.99999999985,0.9999999999,0.9999999999,"(None, 0, 0, 1)",OK,339.004739,True,SMAP,D-7
4,prophet,5,0.99999999985,0.9999999999,0.9999999999,"(None, 0, 0, 1)",OK,421.215259,True,SMAP,E-3
5,prophet,6,0.99999999985,0.9999999999,0.9999999999,"(None, 0, 0, 1)",OK,426.406014,True,SMAP,D-13
6,prophet,7,0.99999999985,0.9999999999,0.9999999999,"(None, 0, 0, 1)",OK,301.506753,True,SMAP,D-12
7,prophet,8,0.99999999985,0.9999999999,0.9999999999,"(None, 0, 0, 1)",OK,339.973943,True,SMAP,B-1
8,prophet,9,0.99999999985,0.9999999999,0.9999999999,"(None, 0, 0, 1)",OK,568.710687,True,SMAP,D-4
9,prophet,10,0.99999999985,0.9999999999,0.9999999999,"(None, 0, 0, 1)",OK,598.326506,True,SMAP,D-3
10,prophet,11,0.99999999985,0.9999999999,0.9999999999,"(None, 0, 0, 1)",OK,488.821448,True,SMAP,D-2
11,prophet,12,0.99999999985,0.9999999999,0.9999999999,"(None, 0, 0, 1)",OK,634.722423,True,SMAP,A-1
12,prophet,13,0.6666666666074074,0.9999999999666667,0.49999999999166667,"(None, 3, 0, 3)",OK,344.326275,True,SMAP,G-7
13,prophet,14,0.6666666665777777,0.499999999975,0.9999999999,"(None, 0, 1, 1)",OK,427.049116,True,SMAP,E-11
14,prophet,15,0.6666666665777777,0.499999999975,0.9999999999,"(None, 0, 1, 1)",OK,467.993123,True,SMAP,E-10
15,prophet,16,0.6666666665777777,0.9999999999,0.499999999975,"(None, 1, 0, 1)",OK,441.488347,True,SMAP,P-3
16,prophet,17,0.6666666665777777,0.9999999999,0.499999999975,"(None, 1, 0, 1)",OK,243.05576,True,SMAP,A-5
17,prophet,18,0.4999999999375,0.9999999999,0.3333333333222222,"(None, 2, 0, 1)",OK,346.217283,True,SMAP,G-4
18,prophet,19,0.4999999999375,0.9999999999,0.3333333333222222,"(None, 2, 0, 1)",OK,382.750075,True,SMAP,G-3
19,prophet,20,0.4999999999375,0.9999999999,0.3333333333222222,"(None, 2, 0, 1)",OK,403.4369,True,SMAP,E-7
20,prophet,21,0.4285714285316327,0.9999999999666667,0.2727272727247934,"(None, 8, 0, 3)",OK,349.64455,True,SMAP,P-4
21,prophet,22,0.2857142856816326,0.9999999999,0.16666666666388888,"(None, 5, 0, 1)",OK,412.510969,True,SMAP,E-6
22,prophet,23,0.2857142856653061,0.499999999975,0.199999999996,"(None, 4, 1, 1)",OK,403.593147,True,SMAP,T-3
23,prophet,24,0.22222222219753088,0.9999999999,0.1249999999984375,"(None, 7, 0, 1)",OK,425.827907,True,SMAP,G-2
24,prophet,25,0.19999999997799997,0.9999999999,0.11111111110987654,"(None, 8, 0, 1)",OK,338.943837,True,SMAP,D-8
25,prophet,26,0.0,0.0,0.0,"(None, 0, 1, 0)",OK,322.924286,True,SMAP,A-9
26,prophet,27,0.0,0.0,0.0,"(None, 0, 1, 0)",OK,359.093854,True,SMAP,A-8
27,prophet,28,0.0,0.0,0.0,"(None, 0, 1, 0)",OK,510.243475,True,SMAP,A-7
28,prophet,29,0.0,0.0,0.0,"(None, 0, 1, 0)",OK,345.635474,True,SMAP,D-11
29,prophet,30,0.0,0.0,0.0,"(None, 0, 1, 0)",OK,361.82925,True,SMAP,P-7
30,prophet,31,0.0,0.0,0.0,"(None, 0, 1, 0)",OK,392.352081,True,SMAP,G-6
31,prophet,32,0.0,0.0,0.0,"(None, 0, 1, 0)",OK,201.679751,True,SMAP,A-6
32,prophet,33,0.0,0.0,0.0,"(None, 1, 3, 0)",OK,468.231969,True,SMAP,P-1
33,prophet,34,0.0,0.0,0.0,"(None, 0, 1, 0)",OK,433.649046,True,SMAP,D-5
34,prophet,35,0.0,0.0,0.0,"(None, 0, 1, 0)",OK,382.997356,True,SMAP,T-2
35,prophet,36,0.0,0.0,0.0,"(None, 0, 3, 0)",OK,477.636666,True,SMAP,E-13
36,prophet,37,0.0,0.0,0.0,"(None, 0, 2, 0)",OK,588.819553,True,SMAP,E-1
37,prophet,38,0.0,0.0,0.0,"(None, 0, 1, 0)",OK,609.068053,True,SMAP,E-2
38,prophet,39,0.0,0.0,0.0,"(None, 0, 1, 0)",OK,385.178734,True,SMAP,E-4
39,prophet,40,0.0,0.0,0.0,"(None, 1, 1, 0)",OK,390.397535,True,SMAP,E-5
40,prophet,41,0.0,0.0,0.0,"(None, 0, 1, 0)",OK,433.970065,True,SMAP,E-8
41,prophet,42,0.0,0.0,0.0,"(None, 0, 1, 0)",OK,447.456245,True,SMAP,E-9
42,prophet,43,0.0,0.0,0.0,"(None, 0, 2, 0)",OK,436.991792,True,SMAP,E-12
43,prophet,44,0.0,0.0,0.0,"(None, 1, 1, 0)",OK,503.709852,True,SMAP,D-1
44,prophet,45,0.0,0.0,0.0,"(None, 0, 2, 0)",OK,379.27925,True,SMAP,T-1
45,prophet,46,0.0,0.0,0.0,"(None, 0, 1, 0)",OK,484.036019,True,SMAP,A-2
46,prophet,47,0.0,0.0,0.0,"(None, 0, 1, 0)",OK,500.482189,True,SMAP,A-3
47,prophet,48,0.0,0.0,0.0,"(None, 0, 1, 0)",OK,515.256942,True,SMAP,A-4
48,prophet,49,0.0,0.0,0.0,"(None, 0, 1, 0)",OK,548.211981,True,SMAP,G-1
49,prophet,50,0.0,0.0,0.0,"(None, 0, 1, 0)",OK,395.582027,True,SMAP,S-1
50,prophet,51,0.0,0.0,0.0,"(None, 0, 1, 0)",OK,376.792914,True,SMAP,D-6
51,prophet,52,0.0,0.0,0.0,"(None, 1, 1, 0)",OK,428.784852,True,SMAP,F-1
52,prophet,53,0.0,0.0,0.0,"(None, 0, 1, 0)",OK,441.764312,True,SMAP,F-3
