,pipeline,rank,f1,recall,precision,confusion_matrix,status,elapsed,split,dataset,signal
0,prophet,1,0.888888888819753,0.999999999975,0.799999999984,"(None, 1, 0, 4)",OK,791.683584,False,realTweets,Twitter_volume_AAPL
1,prophet,2,0.8571428570693876,0.74999999998125,0.9999999999666667,"(None, 0, 1, 3)",OK,641.424895,False,realTweets,Twitter_volume_AMZN
2,prophet,3,0.8571428570693876,0.9999999999666667,0.74999999998125,"(None, 1, 0, 3)",OK,817.771567,False,realTweets,Twitter_volume_CVS
3,prophet,4,0.5714285713632652,0.6666666666444444,0.4999999999875,"(None, 2, 1, 2)",OK,795.958607,False,realTweets,Twitter_volume_GOOG
4,prophet,5,0.49999999995,0.99999999995,0.33333333332777776,"(None, 4, 0, 2)",OK,860.113199,False,realTweets,Twitter_volume_FB
5,prophet,6,0.499999999940625,0.6666666666444444,0.399999999992,"(None, 3, 1, 2)",OK,541.201534,False,realTweets,Twitter_volume_KO
6,prophet,7,0.33333333327777775,0.499999999975,0.24999999999375,"(None, 3, 1, 1)",OK,785.579978,False,realTweets,Twitter_volume_IBM
7,prophet,8,0.3333333332722222,0.3333333333222222,0.3333333333222222,"(None, 2, 2, 1)",OK,601.319904,False,realTweets,Twitter_volume_CRM
8,prophet,9,0.24999999994375,0.24999999999375,0.24999999999375,"(None, 3, 3, 1)",OK,604.099681,False,realTweets,Twitter_volume_PFE
9,prophet,10,0.22222222216790122,0.199999999996,0.24999999999375,"(None, 3, 4, 1)",OK,804.156377,False,realTweets,Twitter_volume_UPS
