timestamp,value
1,0.39071268953759564
2,-0.2053275100886354
3,-0.004495450309120349
4,0.04491153784290418
5,-0.007293240689601924
6,-0.19518625042027635
7,0.31742022542527554
8,0.2617501919715869
9,0.40073181937078595
10,0.4344401457259978
11,0.2240442838873099
12,0.08443431367527934
13,0.08571958192134746
14,0.015857589194326643
15,-0.4208144846402767
16,-0.18477519419049085
17,-0.2556733544606149
18,-0.15127522248209638
19,-0.13115414187766608
20,-0.07956866720775613
21,0.28006039079126377
22,0.2887249065482942
23,-0.26669818971322495
24,0.2037461032712763
25,-0.3910118174222519
26,-0.0901125678418058
27,-0.1498267727796761
28,-0.11411344467241533
29,0.23009551220164465
30,0.1354775750046457
31,-0.004884868007206
32,0.3995989783590659
33,0.4942781896252114
34,0.7162671329987087
35,0.3313158320943974
36,0.11184239789401412
37,0.07586563755241388
38,0.10953359599861136
39,0.27303469747117115
40,0.028776946664150593
41,0.4573749296024695
42,0.23683042407118746
43,0.07993575302920125
44,0.13030570836465855
45,-0.2249811725548384
46,-0.6285901861613764
47,-0.19307148128269327
48,-0.4550026356746868
49,0.04337984357229008
50,-0.30695347392455863
51,0.07255432911622064
52,0.3688281114938895
53,0.48209670111932523
54,0.16119609430732912
55,-0.09909973274522721
56,-0.0725011480621884
57,-0.06966378929832434
58,-0.1362629950774028
59,-0.016818871618458825
60,-0.011947089069712771
61,-0.40698482310290146
62,0.5009426156022462
63,0.5530120983137821
64,0.24728575909520653
65,0.7277296434345107
66,0.35439282385754556
67,0.3256711270244327
68,0.28071292022381095
69,-0.10896109342849554
70,0.04471909865726198
71,-0.20011490632866313
72,-0.24882398362835922
73,0.34377556628593464
74,-0.22075675175290246
75,-0.27505073282736514
76,-0.10570762766386776
77,-0.34244455064849133
78,-0.11494613895373634
79,0.014681160910387764
80,0.27162268554255053
81,0.0841511680351836
82,-0.25978686981533916
83,-0.053022278257718145
84,-0.14563804925535478
85,-0.17564572922380522
86,0.20783686759727285
87,0.3381217497767833
88,0.4295894722547743
89,0.17121265428736127
90,-0.15209938404255313
91,-0.40140123022109275
92,0.09164489567791265
93,-0.09658261819739221
94,0.6238048569459204
95,0.3468679762434232
96,0.39431717832202967
97,0.300603986165121
98,0.19982408856929498
99,-0.04879338299792013
100,0.11886939904961731
101,-0.1266139988873541
102,-0.4807055606879819
103,-0.30071566604264455
104,-0.3191226197055426
105,-0.2064753293297339
106,0.08250198135053738
107,0.06314981132177033
108,-0.15042117274628702
109,-0.16564614461100413
110,0.3781090608068337
111,0.024289716528308483
112,-0.13092483017088297
113,0.014521816961063472
114,-0.07577740744790479
115,-0.373564467225571
116,-0.4769761137352851
117,-0.12675787286784004
118,-0.04317661093141732
119,0.07148216171707011
120,0.04686892907343554
121,0.4968678258580925
122,0.14288752528527401
123,0.018902670878097966
124,-0.307813707421844
125,0.16159118157059044
126,-0.28456076725066004
127,-0.4358241317327624
128,-0.027306283712492205
129,0.07956812357541629
130,0.1449972270385111
131,0.21022965812374067
132,-0.07223809061902078
133,-0.08154600034031072
134,-0.2546605834985022
